"country_code","region","end_year","rur","wombmi_cat","wom_weight","wom_height","wom_bmi","n"
"NI","Maradi",2012,0,1,57.9135208129883,159.425979614258,22.8081607818604,28868.9315338135
"NI","Maradi",2012,0,2,80.0776748657227,159.022338867188,31.6709041595459,1561.86991882324
"NI","Maradi",2012,0,3,91.0999984741211,160,35.5900001525879,323.217803955078
"NI","Maradi",2012,0,,,,,47588.0766601563
"NI","Niamey",2012,0,1,60.6984825134277,161.655807495117,23.1760597229004,109503.610649109
"NI","Niamey",2012,0,2,84.9570770263672,163.096130371094,31.8914699554443,13962.5301437378
"NI","Niamey",2012,0,3,95.9493103027344,159.165679931641,37.6565017700195,6065.95126342773
"NI","Niamey",2012,0,4,118.644348144531,166.694152832031,42.604850769043,1201.45265197754
"NI","Niamey",2012,0,,67.8823013305664,116.966888427734,,181115.380783081
"NI","Tahoua",2012,0,1,59.8083305358887,160.608764648438,23.1178417205811,43933.9250946045
"NI","Tahoua",2012,0,2,82.2399673461914,160.964828491211,31.7126293182373,4313.7635345459
"NI","Tahoua",2012,0,3,94.3103408813477,159.794494628906,36.9350204467773,717.681587219238
"NI","Tahoua",2012,0,4,109.046928405762,159.156646728516,43.0507965087891,594.776947021484
"NI","Tahoua",2012,0,,169.199996948242,162.899993896484,,53581.9976425171
"NI","Tillaberi",2012,0,1,60.0819778442383,162.245559692383,22.7584381103516,8724.90748596191
"NI","Tillaberi",2012,0,2,84.0564041137695,162.817108154297,31.675874710083,1491.03283691406
"NI","Tillaberi",2012,0,3,93.8636169433594,160.951538085938,36.2207183837891,652.798889160156
"NI","Tillaberi",2012,0,,,99.9000015258789,,13060.3667449951
"NI","Zinder",2012,0,1,56.8113975524902,161.723526000977,21.6794414520264,31715.1800994873
"NI","Zinder",2012,0,2,85.121955871582,164.868713378906,31.282735824585,1034.7971572876
"NI","Zinder",2012,0,3,101.057006835938,165.422348022461,36.8891372680664,644.11491394043
"NI","Zinder",2012,0,,,,,44026.2334747314
"NI","Agadez",2012,1,1,58.1385116577148,160.67399597168,22.4628658294678,14485.1675834656
"NI","Agadez",2012,1,2,83.6165466308594,164.689437866211,30.8226375579834,814.241943359375
"NI","Agadez",2012,1,,55.1670989990234,,,17387.5240039825
"NI","Diffa",2012,1,1,56.3961448669434,160.638305664063,21.8365535736084,41385.6749038696
"NI","Diffa",2012,1,4,100.599998474121,158.100006103516,40.25,118.991226196289
"NI","Diffa",2012,1,,,,,48340.2820587158
"NI","Dosso",2012,1,1,56.7682647705078,160.582580566406,21.9761981964111,199830.495193481
"NI","Dosso",2012,1,2,83.4836578369141,162.14143371582,31.6761665344238,5634.59149169922
"NI","Dosso",2012,1,3,97.9030227661133,163.24626159668,36.7625160217285,814.762084960938
"NI","Dosso",2012,1,,,,,202135.752502441
"NI","Maradi",2012,1,1,52.709400177002,158.761581420898,20.8892841339111,338156.561819077
"NI","Maradi",2012,1,2,81.8862991333008,163.322357177734,30.671012878418,1455.67486572266
"NI","Maradi",2012,1,3,97.8180465698242,163.833847045898,36.4336242675781,405.25333404541
"NI","Maradi",2012,1,4,53.2000007629395,99.9000015258789,53.310001373291,656.801879882813
"NI","Maradi",2012,1,,85.2774047851563,162.871810913086,,361222.044742584
"NI","Tahoua",2012,1,1,55.7817001342773,160.635391235352,21.5752868652344,335732.821285248
"NI","Tahoua",2012,1,2,78.2587661743164,157.884429931641,31.3760414123535,6587.94407653809
"NI","Tahoua",2012,1,,69,,,394163.551521301
"NI","Tillaberi",2012,1,1,56.5983009338379,160.862182617188,21.8259258270264,207430.673721313
"NI","Tillaberi",2012,1,2,85.472297668457,164.804229736328,31.4545612335205,3963.51654052734
"NI","Tillaberi",2012,1,4,99.0999984741211,150,44.0400009155273,191.112365722656
"NI","Tillaberi",2012,1,,110.583030700684,151,,224157.103622437
"NI","Zinder",2012,1,1,51.4866905212402,159.050979614258,20.3259162902832,253227.083587646
"NI","Zinder",2012,1,2,78.6272811889648,154.779983520508,32.7247009277344,546.792327880859
"NI","Zinder",2012,1,3,44.0732688903809,106.611946105957,38.7523307800293,853.1826171875
"NI","Zinder",2012,1,4,66.5,106,59.1849975585938,1250.2578125
"NI","Zinder",2012,1,,87.3753051757813,113.659820556641,,357804.848266602
"NP","province1",2016,0,1,51.6416091918945,151.815475463867,22.392463684082,394484.604721069
"NP","province1",2016,0,2,75.0820159912109,153.514633178711,31.8154354095459,27149.705291748
"NP","province1",2016,0,3,86.639518737793,152.371078491211,37.3172798156738,3283.42669677734
"NP","province1",2016,0,,61.5999984741211,,,413060.85710144
"NP","province2",2016,0,1,47.4168128967285,150.866134643555,20.8039379119873,408646.781677246
"NP","province2",2016,0,2,74.304557800293,151.397125244141,32.374626159668,8645.04489135742
"NP","province2",2016,0,3,90.2751693725586,158.335021972656,36.0208778381348,1334.37866210938
"NP","province2",2016,0,,,,,418312.873138428
"NP","province3",2016,0,1,52.5800552368164,152.36979675293,22.6339225769043,650004.088897705
"NP","province3",2016,0,2,72.2549819946289,151.122634887695,31.615104675293,78543.9323425293
"NP","province3",2016,0,3,84.5039978027344,151.549926757813,36.713680267334,8639.74060058594
"NP","province3",2016,0,,,,,693249.882446289
"NP","province4",2016,0,1,52.7780342102051,151.908721923828,22.8564853668213,236834.412765503
"NP","province4",2016,0,2,71.6544036865234,149.876007080078,31.81201171875,19744.9110717773
"NP","province4",2016,0,3,84.1045608520508,152.085708618164,36.2730484008789,2231.96133422852
"NP","province4",2016,0,4,94.0031280517578,147.335845947266,43.3485565185547,1584.74703979492
"NP","province4",2016,0,,,,,252662.77293396
"NP","province5",2016,0,1,50.3207931518555,151.975433349609,21.7726917266846,398642.19708252
"NP","province5",2016,0,2,70.9940185546875,150.182876586914,31.4300937652588,14954.5877990723
"NP","province5",2016,0,3,87.4590606689453,153.289321899414,37.2269515991211,4280.96603393555
"NP","province5",2016,0,,,,,468704.6509552
